DATAFLOW,LAST UPDATE,freq,vehicle,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,DED,2017,2387314,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,DED,2018,2408141,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,DED,2019,2428337,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,DED,2020,2449663,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,DED2,2000,946369,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,DED2,2001,964477,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,DED2,2002,965365,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,DED2,2003,966377,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,DED2,2004,973308,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,DED2,2005,978883,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,DED2,2006,986221,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,DED2,2007,994414,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,DED2,2008,872140,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,DED2,2009,872978,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,DED2,2010,880234,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,DED2,2011,886617,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,DED2,2012,893353,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,DED2,2013,895860,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,DED2,2014,899535,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,DED2,2015,903903,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,DED2,2016,911104,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,DED2,2017,920067,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,DED2,2018,927945,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,DED2,2019,936769,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,DED2,2020,944849,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,DED4,2000,948779,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,DED4,2001,967248,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,DED4,2002,970738,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,DED4,2003,971232,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,DED4,2004,978892,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,DED4,2005,981804,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,DED4,2006,981510,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,DED4,2009,910881,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,DED4,2010,914006,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,DED4,2011,917236,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,DED4,2012,919532,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,DED4,2013,918678,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,DED4,2014,916996,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,DED4,2015,918640,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,DED4,2016,923078,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,DED4,2017,929185,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,DED4,2018,934559,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,DED4,2019,938495,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,DED4,2020,945190,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,DED5,2000,563973,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,DED5,2001,576124,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,DED5,2002,576551,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,DED5,2003,577603,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,DED5,2004,583054,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,DED5,2005,587637,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,DED5,2006,591799,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,DED5,2009,491577,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,DED5,2010,497818,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,DED5,2011,503510,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,DED5,2012,509359,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,DED5,2013,513187,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,DED5,2014,517835,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,DED5,2015,523865,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,DED5,2016,530901,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,DED5,2017,538062,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,DED5,2018,545637,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,DED5,2019,553073,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,DED5,2020,559624,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,DEE,2000,1425722,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,DEE,2001,1457365,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,DEE,2002,1459153,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,DEE,2003,1456589,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,DEE,2004,1461065,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,DEE,2005,1467128,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,DEE,2006,1469885,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,DEE,2007,1479605,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,DEE,2008,1313200,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,DEE,2009,1311366,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,DEE,2010,1318127,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,DEE,2011,1325941,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,DEE,2012,1331899,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,DEE,2013,1332533,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,DEE,2014,1333392,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,DEE,2015,1338187,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,DEE,2016,1346530,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,DEE,2017,1356500,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,DEE,2018,1366649,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,DEE,2019,1376196,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,DEE,2020,1385268,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,DEE0,2000,1425722,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,DEE0,2001,1457365,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,DEE0,2002,1459153,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,DEE0,2003,1456589,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,DEE0,2004,1461065,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,DEE0,2005,1467128,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,DEE0,2006,1469885,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,DEE0,2007,1479605,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,DEE0,2008,1313200,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,DEE0,2009,1311366,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,DEE0,2010,1318127,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,DEE0,2011,1325941,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,DEE0,2012,1331899,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,DEE0,2013,1332533,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,DEE0,2014,1333392,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,DEE0,2015,1338187,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,DEE0,2016,1346530,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,DEE0,2017,1356500,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,DEE0,2018,1366649,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,DEE0,2019,1376196,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,DEE0,2020,1385268,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,DEF,2000,1652772,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,DEF,2001,1706557,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,DEF,2002,1733835,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,DEF,2003,1741262,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,DEF,2004,1754633,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,DEF,2005,1771814,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,DEF,2006,1786018,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,DEF,2007,1802115,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,DEF,2008,1595494,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,DEF,2009,1602862,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,DEF,2010,1625654,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,DEF,2011,1653232,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,DEF,2012,1680941,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,DEF,2013,1702204,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,DEF,2014,1722145,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,DEF,2015,1746756,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,DEF,2016,1779841,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,DEF,2017,1815159,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,DEF,2018,1847060,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,DEF,2019,1876900,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,DEF,2020,1907269,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,DEF0,2000,1652772,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,DEF0,2001,1706557,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,DEF0,2002,1733835,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,DEF0,2003,1741262,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,DEF0,2004,1754633,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,DEF0,2005,1771814,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,DEF0,2006,1786018,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,DEF0,2007,1802115,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,DEF0,2008,1595494,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,DEF0,2009,1602862,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,DEF0,2010,1625654,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,DEF0,2011,1653232,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,DEF0,2012,1680941,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,DEF0,2013,1702204,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,DEF0,2014,1722145,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,DEF0,2015,1746756,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,DEF0,2016,1779841,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,DEF0,2017,1815159,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,DEF0,2018,1847060,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,DEF0,2019,1876900,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,DEF0,2020,1907269,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,DEG,2000,1382212,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,DEG,2001,1415066,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,DEG,2002,1422996,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,DEG,2003,1424677,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,DEG,2004,1431532,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,DEG,2005,1438953,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,DEG,2006,1445870,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,DEG,2007,1460211,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,DEG,2008,1287162,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,DEG,2009,1288590,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,DEG,2010,1298178,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,DEG,2011,1307751,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,DEG,2012,1316994,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,DEG,2013,1321086,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,DEG,2014,1323241,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,DEG,2015,1328839,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,DEG,2016,1336265,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,DEG,2017,1347900,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,DEG,2018,1357421,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,DEG,2019,1366858,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,DEG,2020,1376322,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,DEG0,2000,1382212,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,DEG0,2001,1415066,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,DEG0,2002,1422996,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,DEG0,2003,1424677,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,DEG0,2004,1431532,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,DEG0,2005,1438953,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,DEG0,2006,1445870,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,DEG0,2007,1460211,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,DEG0,2008,1287162,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,DEG0,2009,1288590,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,DEG0,2010,1298178,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,DEG0,2011,1307751,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,DEG0,2012,1316994,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,DEG0,2013,1321086,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,DEG0,2014,1323241,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,DEG0,2015,1328839,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,DEG0,2016,1336265,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,DEG0,2017,1347900,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,DEG0,2018,1357421,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,DEG0,2019,1366858,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,DEG0,2020,1376322,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,DK,2000,2254300,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,DK,2001,2280200,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,DK,2002,2305400,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,DK,2003,2322900,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,DK,2004,2367400,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,DK,2005,2449896,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,DK,2006,2544676,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,DK,2007,2620858,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,DK,2008,2646301,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,DK,2009,2644041,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,DK,2010,2664679,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,DK,2011,2682412,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,DK,2012,2711904,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,DK,2013,2737119,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,DK,2014,2784230,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,DK,2015,2842550,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,DK,2016,2919455,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,DK,2017,2982964,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,DK,2018,3041221,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,DK,2019,3088844,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,DK,2020,3155764,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,DK0,2000,2254300,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,DK0,2001,2280200,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,DK0,2002,2305400,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,DK0,2003,2322900,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,DK0,2004,2367400,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,DK0,2005,2449896,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,DK0,2006,2544676,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,DK0,2007,2620858,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,DK0,2008,2646301,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,DK0,2009,2644041,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,DK0,2010,2664679,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,DK0,2011,2682412,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,DK0,2012,2711904,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,DK0,2013,2737119,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,DK0,2014,2784230,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,DK0,2015,2842550,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,DK0,2016,2919455,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,DK0,2017,2982964,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,DK0,2018,3041221,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,DK0,2019,3088844,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,DK0,2020,3155764,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,DK01,2006,718099,
